0,Conv2d,4,model.ghostnet.conv_stem.conv
1,BatchNorm2d,8,model.ghostnet.bn1.bn
2,Conv2d,22,model.ghostnet.blocks.layers.0.layers.0.ghost1.primary_conv.layers.0.conv
3,BatchNorm2d,26,model.ghostnet.blocks.layers.0.layers.0.ghost1.primary_conv.layers.1.bn
4,Conv2d,34,model.ghostnet.blocks.layers.0.layers.0.ghost1.cheap_operation.layers.0.conv
5,BatchNorm2d,38,model.ghostnet.blocks.layers.0.layers.0.ghost1.cheap_operation.layers.1.bn
6,Conv2d,47,model.ghostnet.blocks.layers.0.layers.0.ghost2.primary_conv.layers.0.conv
7,BatchNorm2d,51,model.ghostnet.blocks.layers.0.layers.0.ghost2.primary_conv.layers.1.bn
8,Conv2d,59,model.ghostnet.blocks.layers.0.layers.0.ghost2.cheap_operation.layers.0.conv
9,BatchNorm2d,63,model.ghostnet.blocks.layers.0.layers.0.ghost2.cheap_operation.layers.1.bn
10,Conv2d,77,model.ghostnet.blocks.layers.1.layers.0.ghost1.primary_conv.layers.0.conv
11,BatchNorm2d,81,model.ghostnet.blocks.layers.1.layers.0.ghost1.primary_conv.layers.1.bn
12,Conv2d,89,model.ghostnet.blocks.layers.1.layers.0.ghost1.cheap_operation.layers.0.conv
13,BatchNorm2d,93,model.ghostnet.blocks.layers.1.layers.0.ghost1.cheap_operation.layers.1.bn
14,Conv2d,99,model.ghostnet.blocks.layers.1.layers.0.conv_dw.conv
15,BatchNorm2d,103,model.ghostnet.blocks.layers.1.layers.0.bn_dw.bn
16,Conv2d,110,model.ghostnet.blocks.layers.1.layers.0.ghost2.primary_conv.layers.0.conv
17,BatchNorm2d,114,model.ghostnet.blocks.layers.1.layers.0.ghost2.primary_conv.layers.1.bn
18,Conv2d,122,model.ghostnet.blocks.layers.1.layers.0.ghost2.cheap_operation.layers.0.conv
19,BatchNorm2d,126,model.ghostnet.blocks.layers.1.layers.0.ghost2.cheap_operation.layers.1.bn
20,Conv2d,134,model.ghostnet.blocks.layers.1.layers.0.shortcut.layers.0.conv
21,BatchNorm2d,138,model.ghostnet.blocks.layers.1.layers.0.shortcut.layers.1.bn
22,Conv2d,142,model.ghostnet.blocks.layers.1.layers.0.shortcut.layers.2.conv
23,BatchNorm2d,146,model.ghostnet.blocks.layers.1.layers.0.shortcut.layers.3.bn
24,Conv2d,159,model.ghostnet.blocks.layers.2.layers.0.ghost1.primary_conv.layers.0.conv
25,BatchNorm2d,163,model.ghostnet.blocks.layers.2.layers.0.ghost1.primary_conv.layers.1.bn
26,Conv2d,171,model.ghostnet.blocks.layers.2.layers.0.ghost1.cheap_operation.layers.0.conv
27,BatchNorm2d,175,model.ghostnet.blocks.layers.2.layers.0.ghost1.cheap_operation.layers.1.bn
28,Conv2d,183,model.ghostnet.blocks.layers.2.layers.0.ghost1.short_conv.layers.0.conv
29,BatchNorm2d,187,model.ghostnet.blocks.layers.2.layers.0.ghost1.short_conv.layers.1.bn
30,Conv2d,191,model.ghostnet.blocks.layers.2.layers.0.ghost1.short_conv.layers.2.conv
31,BatchNorm2d,195,model.ghostnet.blocks.layers.2.layers.0.ghost1.short_conv.layers.3.bn
32,Conv2d,199,model.ghostnet.blocks.layers.2.layers.0.ghost1.short_conv.layers.4.conv
33,BatchNorm2d,203,model.ghostnet.blocks.layers.2.layers.0.ghost1.short_conv.layers.5.bn
34,Conv2d,210,model.ghostnet.blocks.layers.2.layers.0.ghost2.primary_conv.layers.0.conv
35,BatchNorm2d,214,model.ghostnet.blocks.layers.2.layers.0.ghost2.primary_conv.layers.1.bn
36,Conv2d,222,model.ghostnet.blocks.layers.2.layers.0.ghost2.cheap_operation.layers.0.conv
37,BatchNorm2d,226,model.ghostnet.blocks.layers.2.layers.0.ghost2.cheap_operation.layers.1.bn
38,Conv2d,243,model.ghostnet.blocks.layers.3.layers.0.ghost1.primary_conv.layers.0.conv
39,BatchNorm2d,247,model.ghostnet.blocks.layers.3.layers.0.ghost1.primary_conv.layers.1.bn
40,Conv2d,255,model.ghostnet.blocks.layers.3.layers.0.ghost1.cheap_operation.layers.0.conv
41,BatchNorm2d,259,model.ghostnet.blocks.layers.3.layers.0.ghost1.cheap_operation.layers.1.bn
42,Conv2d,267,model.ghostnet.blocks.layers.3.layers.0.ghost1.short_conv.layers.0.conv
43,BatchNorm2d,271,model.ghostnet.blocks.layers.3.layers.0.ghost1.short_conv.layers.1.bn
44,Conv2d,275,model.ghostnet.blocks.layers.3.layers.0.ghost1.short_conv.layers.2.conv
45,BatchNorm2d,279,model.ghostnet.blocks.layers.3.layers.0.ghost1.short_conv.layers.3.bn
46,Conv2d,283,model.ghostnet.blocks.layers.3.layers.0.ghost1.short_conv.layers.4.conv
47,BatchNorm2d,287,model.ghostnet.blocks.layers.3.layers.0.ghost1.short_conv.layers.5.bn
48,Conv2d,291,model.ghostnet.blocks.layers.3.layers.0.conv_dw.conv
49,BatchNorm2d,295,model.ghostnet.blocks.layers.3.layers.0.bn_dw.bn
50,Conv2d,305,model.ghostnet.blocks.layers.3.layers.0.se.conv_reduce.conv
51,Conv2d,311,model.ghostnet.blocks.layers.3.layers.0.se.conv_expand.conv
52,Conv2d,318,model.ghostnet.blocks.layers.3.layers.0.ghost2.primary_conv.layers.0.conv
53,BatchNorm2d,322,model.ghostnet.blocks.layers.3.layers.0.ghost2.primary_conv.layers.1.bn
54,Conv2d,330,model.ghostnet.blocks.layers.3.layers.0.ghost2.cheap_operation.layers.0.conv
55,BatchNorm2d,334,model.ghostnet.blocks.layers.3.layers.0.ghost2.cheap_operation.layers.1.bn
56,Conv2d,342,model.ghostnet.blocks.layers.3.layers.0.shortcut.layers.0.conv
57,BatchNorm2d,346,model.ghostnet.blocks.layers.3.layers.0.shortcut.layers.1.bn
58,Conv2d,350,model.ghostnet.blocks.layers.3.layers.0.shortcut.layers.2.conv
59,BatchNorm2d,354,model.ghostnet.blocks.layers.3.layers.0.shortcut.layers.3.bn
60,Conv2d,367,model.ghostnet.blocks.layers.4.layers.0.ghost1.primary_conv.layers.0.conv
61,BatchNorm2d,371,model.ghostnet.blocks.layers.4.layers.0.ghost1.primary_conv.layers.1.bn
62,Conv2d,379,model.ghostnet.blocks.layers.4.layers.0.ghost1.cheap_operation.layers.0.conv
63,BatchNorm2d,383,model.ghostnet.blocks.layers.4.layers.0.ghost1.cheap_operation.layers.1.bn
64,Conv2d,391,model.ghostnet.blocks.layers.4.layers.0.ghost1.short_conv.layers.0.conv
65,BatchNorm2d,395,model.ghostnet.blocks.layers.4.layers.0.ghost1.short_conv.layers.1.bn
66,Conv2d,399,model.ghostnet.blocks.layers.4.layers.0.ghost1.short_conv.layers.2.conv
67,BatchNorm2d,403,model.ghostnet.blocks.layers.4.layers.0.ghost1.short_conv.layers.3.bn
68,Conv2d,407,model.ghostnet.blocks.layers.4.layers.0.ghost1.short_conv.layers.4.conv
69,BatchNorm2d,411,model.ghostnet.blocks.layers.4.layers.0.ghost1.short_conv.layers.5.bn
70,Conv2d,421,model.ghostnet.blocks.layers.4.layers.0.se.conv_reduce.conv
71,Conv2d,427,model.ghostnet.blocks.layers.4.layers.0.se.conv_expand.conv
72,Conv2d,434,model.ghostnet.blocks.layers.4.layers.0.ghost2.primary_conv.layers.0.conv
73,BatchNorm2d,438,model.ghostnet.blocks.layers.4.layers.0.ghost2.primary_conv.layers.1.bn
74,Conv2d,446,model.ghostnet.blocks.layers.4.layers.0.ghost2.cheap_operation.layers.0.conv
75,BatchNorm2d,450,model.ghostnet.blocks.layers.4.layers.0.ghost2.cheap_operation.layers.1.bn
76,Conv2d,467,model.ghostnet.blocks.layers.5.layers.0.ghost1.primary_conv.layers.0.conv
77,BatchNorm2d,471,model.ghostnet.blocks.layers.5.layers.0.ghost1.primary_conv.layers.1.bn
78,Conv2d,479,model.ghostnet.blocks.layers.5.layers.0.ghost1.cheap_operation.layers.0.conv
79,BatchNorm2d,483,model.ghostnet.blocks.layers.5.layers.0.ghost1.cheap_operation.layers.1.bn
80,Conv2d,491,model.ghostnet.blocks.layers.5.layers.0.ghost1.short_conv.layers.0.conv
81,BatchNorm2d,495,model.ghostnet.blocks.layers.5.layers.0.ghost1.short_conv.layers.1.bn
82,Conv2d,499,model.ghostnet.blocks.layers.5.layers.0.ghost1.short_conv.layers.2.conv
83,BatchNorm2d,503,model.ghostnet.blocks.layers.5.layers.0.ghost1.short_conv.layers.3.bn
84,Conv2d,507,model.ghostnet.blocks.layers.5.layers.0.ghost1.short_conv.layers.4.conv
85,BatchNorm2d,511,model.ghostnet.blocks.layers.5.layers.0.ghost1.short_conv.layers.5.bn
86,Conv2d,515,model.ghostnet.blocks.layers.5.layers.0.conv_dw.conv
87,BatchNorm2d,519,model.ghostnet.blocks.layers.5.layers.0.bn_dw.bn
88,Conv2d,526,model.ghostnet.blocks.layers.5.layers.0.ghost2.primary_conv.layers.0.conv
89,BatchNorm2d,530,model.ghostnet.blocks.layers.5.layers.0.ghost2.primary_conv.layers.1.bn
90,Conv2d,538,model.ghostnet.blocks.layers.5.layers.0.ghost2.cheap_operation.layers.0.conv
91,BatchNorm2d,542,model.ghostnet.blocks.layers.5.layers.0.ghost2.cheap_operation.layers.1.bn
92,Conv2d,550,model.ghostnet.blocks.layers.5.layers.0.shortcut.layers.0.conv
93,BatchNorm2d,554,model.ghostnet.blocks.layers.5.layers.0.shortcut.layers.1.bn
94,Conv2d,558,model.ghostnet.blocks.layers.5.layers.0.shortcut.layers.2.conv
95,BatchNorm2d,562,model.ghostnet.blocks.layers.5.layers.0.shortcut.layers.3.bn
96,Conv2d,575,model.ghostnet.blocks.layers.6.layers.0.ghost1.primary_conv.layers.0.conv
97,BatchNorm2d,579,model.ghostnet.blocks.layers.6.layers.0.ghost1.primary_conv.layers.1.bn
98,Conv2d,587,model.ghostnet.blocks.layers.6.layers.0.ghost1.cheap_operation.layers.0.conv
99,BatchNorm2d,591,model.ghostnet.blocks.layers.6.layers.0.ghost1.cheap_operation.layers.1.bn
100,Conv2d,599,model.ghostnet.blocks.layers.6.layers.0.ghost1.short_conv.layers.0.conv
101,BatchNorm2d,603,model.ghostnet.blocks.layers.6.layers.0.ghost1.short_conv.layers.1.bn
102,Conv2d,607,model.ghostnet.blocks.layers.6.layers.0.ghost1.short_conv.layers.2.conv
103,BatchNorm2d,611,model.ghostnet.blocks.layers.6.layers.0.ghost1.short_conv.layers.3.bn
104,Conv2d,615,model.ghostnet.blocks.layers.6.layers.0.ghost1.short_conv.layers.4.conv
105,BatchNorm2d,619,model.ghostnet.blocks.layers.6.layers.0.ghost1.short_conv.layers.5.bn
106,Conv2d,626,model.ghostnet.blocks.layers.6.layers.0.ghost2.primary_conv.layers.0.conv
107,BatchNorm2d,630,model.ghostnet.blocks.layers.6.layers.0.ghost2.primary_conv.layers.1.bn
108,Conv2d,638,model.ghostnet.blocks.layers.6.layers.0.ghost2.cheap_operation.layers.0.conv
109,BatchNorm2d,642,model.ghostnet.blocks.layers.6.layers.0.ghost2.cheap_operation.layers.1.bn
110,Conv2d,657,model.ghostnet.blocks.layers.6.layers.1.ghost1.primary_conv.layers.0.conv
111,BatchNorm2d,661,model.ghostnet.blocks.layers.6.layers.1.ghost1.primary_conv.layers.1.bn
112,Conv2d,669,model.ghostnet.blocks.layers.6.layers.1.ghost1.cheap_operation.layers.0.conv
113,BatchNorm2d,673,model.ghostnet.blocks.layers.6.layers.1.ghost1.cheap_operation.layers.1.bn
114,Conv2d,681,model.ghostnet.blocks.layers.6.layers.1.ghost1.short_conv.layers.0.conv
115,BatchNorm2d,685,model.ghostnet.blocks.layers.6.layers.1.ghost1.short_conv.layers.1.bn
116,Conv2d,689,model.ghostnet.blocks.layers.6.layers.1.ghost1.short_conv.layers.2.conv
117,BatchNorm2d,693,model.ghostnet.blocks.layers.6.layers.1.ghost1.short_conv.layers.3.bn
118,Conv2d,697,model.ghostnet.blocks.layers.6.layers.1.ghost1.short_conv.layers.4.conv
119,BatchNorm2d,701,model.ghostnet.blocks.layers.6.layers.1.ghost1.short_conv.layers.5.bn
120,Conv2d,708,model.ghostnet.blocks.layers.6.layers.1.ghost2.primary_conv.layers.0.conv
121,BatchNorm2d,712,model.ghostnet.blocks.layers.6.layers.1.ghost2.primary_conv.layers.1.bn
122,Conv2d,720,model.ghostnet.blocks.layers.6.layers.1.ghost2.cheap_operation.layers.0.conv
123,BatchNorm2d,724,model.ghostnet.blocks.layers.6.layers.1.ghost2.cheap_operation.layers.1.bn
124,Conv2d,739,model.ghostnet.blocks.layers.6.layers.2.ghost1.primary_conv.layers.0.conv
125,BatchNorm2d,743,model.ghostnet.blocks.layers.6.layers.2.ghost1.primary_conv.layers.1.bn
126,Conv2d,751,model.ghostnet.blocks.layers.6.layers.2.ghost1.cheap_operation.layers.0.conv
127,BatchNorm2d,755,model.ghostnet.blocks.layers.6.layers.2.ghost1.cheap_operation.layers.1.bn
128,Conv2d,763,model.ghostnet.blocks.layers.6.layers.2.ghost1.short_conv.layers.0.conv
129,BatchNorm2d,767,model.ghostnet.blocks.layers.6.layers.2.ghost1.short_conv.layers.1.bn
130,Conv2d,771,model.ghostnet.blocks.layers.6.layers.2.ghost1.short_conv.layers.2.conv
131,BatchNorm2d,775,model.ghostnet.blocks.layers.6.layers.2.ghost1.short_conv.layers.3.bn
132,Conv2d,779,model.ghostnet.blocks.layers.6.layers.2.ghost1.short_conv.layers.4.conv
133,BatchNorm2d,783,model.ghostnet.blocks.layers.6.layers.2.ghost1.short_conv.layers.5.bn
134,Conv2d,790,model.ghostnet.blocks.layers.6.layers.2.ghost2.primary_conv.layers.0.conv
135,BatchNorm2d,794,model.ghostnet.blocks.layers.6.layers.2.ghost2.primary_conv.layers.1.bn
136,Conv2d,802,model.ghostnet.blocks.layers.6.layers.2.ghost2.cheap_operation.layers.0.conv
137,BatchNorm2d,806,model.ghostnet.blocks.layers.6.layers.2.ghost2.cheap_operation.layers.1.bn
138,Conv2d,821,model.ghostnet.blocks.layers.6.layers.3.ghost1.primary_conv.layers.0.conv
139,BatchNorm2d,825,model.ghostnet.blocks.layers.6.layers.3.ghost1.primary_conv.layers.1.bn
140,Conv2d,833,model.ghostnet.blocks.layers.6.layers.3.ghost1.cheap_operation.layers.0.conv
141,BatchNorm2d,837,model.ghostnet.blocks.layers.6.layers.3.ghost1.cheap_operation.layers.1.bn
142,Conv2d,845,model.ghostnet.blocks.layers.6.layers.3.ghost1.short_conv.layers.0.conv
143,BatchNorm2d,849,model.ghostnet.blocks.layers.6.layers.3.ghost1.short_conv.layers.1.bn
144,Conv2d,853,model.ghostnet.blocks.layers.6.layers.3.ghost1.short_conv.layers.2.conv
145,BatchNorm2d,857,model.ghostnet.blocks.layers.6.layers.3.ghost1.short_conv.layers.3.bn
146,Conv2d,861,model.ghostnet.blocks.layers.6.layers.3.ghost1.short_conv.layers.4.conv
